"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"767",625643,"Reynaldo Lopez","767","100.00","0.258","0.174","0.271","0.432","0.321","0.320","0.258","49","190","81.5","24.5","1969","89.6","89.44","71","383","383","-0.2","6.22","110","151","115","147","298","305","290"
