"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"704",608337,"Lucas Giolito","704","100.00","0.190","0.196","0.190","0.387","0.279","0.304","0.239","31","163","80.1","16.0","2083","87.9","88.42","78","346","351","0.5","6.58","110","151","114","148","296","307","294"
