pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number
FF,2017-09-19,92.2,-2.4198,6.6923,Lucas Giolito,621043,608337,null,foul,,,,,12,null,R,R,R,HOU,CWS,S,null,null,1,0,2017,-0.5533,1.0703,0.113,3.2288,null,null,502210,1,6,Bot,null,null,,,607345,,170920_015718,,,,,,,3.104,1.448,174,70,60.2835,92.452,2076,6.435,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.0632,0,0,null,null,null,null,3,47,2
CU,2017-09-19,77.3,-2.3644,6.7311,Lucas Giolito,621043,608337,null,ball,,,,,12,null,R,R,R,HOU,CWS,B,null,null,0,0,2017,0.5528,-1.3412,0.2435,3.9029,null,null,502210,1,6,Bot,null,null,,,607345,,170920_015653,,,,,,,3.104,1.448,null,null,null,76.478,2539,6.24,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.2584,0,0,null,null,null,null,null,47,1
FF,2017-09-19,92.5,-2.3785,6.601,Lucas Giolito,514888,608337,field_out,hit_into_play,,,,,2,Jose Altuve lines out to right fielder Avisail Garcia.  ,R,R,R,HOU,CWS,X,9,line_drive,0,0,2017,-0.5935,1.0656,-0.2385,2.9815,null,null,502210,0,6,Bot,182.26,93.98,,,607345,,170920_015621,,,,,,,3.104,1.448,283,90.4,20.149,93.037,2013,6.575,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.9228,0.321,0.347,0,1,0,0,4,46,1
FF,2017-09-19,93.5,-2.1729,6.5582,Lucas Giolito,502210,608337,single,hit_into_play_no_out,,,,,9,Josh Reddick singles on a sharp line drive to right fielder Avisail Garcia.  ,R,L,R,HOU,CWS,X,null,line_drive,2,2,2017,-0.582,1.4355,0.3143,1.8824,null,null,null,0,6,Bot,179.79,102.23,,,607345,,170920_015531,,,,,,,3.467,1.589,209,107.2,10.676,94.277,2152,6.869,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.6293,0.842,0.865,0.9,1,1,0,4,45,6
CH,2017-09-19,81.5,-2.2861,6.5801,Lucas Giolito,502210,608337,null,foul,,,,,5,null,R,L,R,HOU,CWS,S,null,null,2,2,2017,-0.5301,0.5561,-0.0413,2.2568,null,null,null,0,6,Bot,null,null,,,607345,,170920_015442,,,,,,,3.467,1.589,56,73,3.4993,82.382,1738,6.587,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.9111,0,0,null,null,null,null,2,45,5
FF,2017-09-19,92.6,-2.2428,6.6197,Lucas Giolito,502210,608337,null,foul,,,,,2,null,R,L,R,HOU,CWS,S,null,null,2,1,2017,-0.4912,1.383,0.0234,3.0793,null,null,null,0,6,Bot,null,null,,,607345,,170920_015417,,,,,,,3.467,1.589,null,null,null,92.796,2185,6.554,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.9443,0,0,null,null,null,null,null,45,4
FF,2017-09-19,92.1,-2.2203,6.6371,Lucas Giolito,502210,608337,null,foul,,,,,5,null,R,L,R,HOU,CWS,S,null,null,2,0,2017,-0.5235,1.2969,-0.056,2.8238,null,null,null,0,6,Bot,null,null,,,607345,,170920_015347,,,,,,,3.467,1.589,108,61.1,69.8155,92.548,2128,6.62,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.8781,0,0,null,null,null,null,3,45,3
CH,2017-09-19,81.3,-2.4302,6.565,Lucas Giolito,502210,608337,null,ball,,,,,13,null,R,L,R,HOU,CWS,B,null,null,1,0,2017,-0.5602,0.5397,-1.8506,2.3131,null,null,null,0,6,Bot,null,null,,,607345,,170920_015330,,,,,,,3.467,1.589,null,null,null,82.799,1637,7.03,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.4678,0,0,null,null,null,null,null,45,2
FF,2017-09-19,92.3,-2.2415,6.6577,Lucas Giolito,502210,608337,null,ball,,,,,14,null,R,L,R,HOU,CWS,B,null,null,0,0,2017,-0.6507,1.3633,0.0387,1.3201,null,null,null,0,6,Bot,null,null,,,607345,,170920_015315,,,,,,,3.467,1.589,null,null,null,92.581,2122,6.61,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.8883,0,0,null,null,null,null,null,45,1
FF,2017-09-19,92.8,-2.2148,6.6809,Lucas Giolito,543807,608337,field_out,hit_into_play,,,,,5,George Springer flies out to right fielder Avisail Garcia.  ,R,R,R,HOU,CWS,X,9,fly_ball,1,0,2017,-0.7387,1.2895,-0.079,2.8582,null,null,null,2,5,Bot,174.84,63.76,,,607345,,170920_014332,,,,,,,3.49,1.601,340,91.7,26.104,93.433,2185,6.768,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.7298,0.161,0.223,0,1,0,0,3,41,2
FT,2017-09-19,93,-2.2867,6.6461,Lucas Giolito,543807,608337,null,ball,,,,,13,null,R,R,R,HOU,CWS,B,null,null,0,0,2017,-1.1599,0.976,-1.5971,2.1345,null,null,null,2,5,Bot,null,null,,,607345,,170920_014309,,,,,,,3.49,1.601,null,null,null,93.494,2010,6.478,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.0197,0,0,null,null,null,null,null,41,1
FF,2017-09-19,91.8,-2.3239,6.6135,Lucas Giolito,435263,608337,field_out,hit_into_play,,,,,2,Brian McCann pops out to third baseman Yolmer Sanchez.  ,R,L,R,HOU,CWS,X,5,popup,1,0,2017,-0.2964,1.0888,-0.2261,3.0153,null,null,null,1,5,Bot,79.82,149.63,,,607345,,170920_014230,,,,,,,3.49,1.601,164,55.9,45.787,92.348,2086,6.671,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.8268,0.1,0.1,0,1,0,0,1,40,2
CH,2017-09-19,82.3,-2.3096,6.5693,Lucas Giolito,435263,608337,null,ball,,,,,13,null,R,L,R,HOU,CWS,B,null,null,0,0,2017,-1.177,0.5764,-1.5433,0.6729,null,null,null,1,5,Bot,null,null,,,607345,,170920_014206,,,,,,,3.49,1.601,null,null,null,83.401,1735,7.006,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.4923,0,0,null,null,null,null,null,40,1
FT,2017-09-19,92.7,-2.3253,6.6878,Lucas Giolito,493329,608337,field_out,hit_into_play,,,,,11,Yuli Gurriel flies out to left fielder Nicky Delmonico.  ,R,R,R,HOU,CWS,X,7,fly_ball,2,2,2017,-1.1627,1.1426,-1.4995,2.6999,null,null,null,0,5,Bot,65.1,114.87,,,607345,,170920_014132,,,,,,,3.371,1.535,245,74.3,43.246,93.082,2199,6.651,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.8467,0.112,0.112,0,1,0,0,3,39,6
FF,2017-09-19,91.2,-2.3605,6.6618,Lucas Giolito,493329,608337,null,ball,,,,,12,null,R,R,R,HOU,CWS,B,null,null,1,2,2017,-0.8185,1.3909,0.4395,3.8836,null,null,null,0,5,Bot,null,null,,,607345,,170920_014107,,,,,,,3.371,1.535,null,null,null,91.535,2167,6.698,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.8,0,0,null,null,null,null,null,39,5
CU,2017-09-19,78.8,-2.1379,6.7002,Lucas Giolito,493329,608337,null,foul,,,,,11,null,R,R,R,HOU,CWS,S,null,null,1,2,2017,0.4604,-1.5955,-1.0114,2.6482,null,null,null,0,5,Bot,null,null,,,607345,,170920_014043,,,,,,,3.371,1.535,2,58.8,-54.6785,77.802,2342,6.114,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.3843,0,0,null,null,null,null,1,39,4
SL,2017-09-19,82.2,-2.2727,6.6514,Lucas Giolito,493329,608337,null,ball,,,,,14,null,R,R,R,HOU,CWS,B,null,null,0,2,2017,0.2675,0.0511,1.854,1.3223,null,null,null,0,5,Bot,null,null,,,607345,,170920_014025,,,,,,,3.371,1.535,null,null,null,81.51,1989,6.033,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.4653,0,0,null,null,null,null,null,39,3
CU,2017-09-19,77.2,-2.2231,6.7237,Lucas Giolito,493329,608337,null,foul,,,,,11,null,R,R,R,HOU,CWS,S,null,null,0,1,2017,0.212,-1.3936,-1.3421,3.0965,null,null,null,0,5,Bot,null,null,,,607345,,170920_014002,,,,,,,3.371,1.535,null,null,null,76.34,2263,5.967,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.5313,0,0,null,null,null,null,null,39,2
FF,2017-09-19,91.3,-2.2688,6.6643,Lucas Giolito,493329,608337,null,foul,,,,,11,null,R,R,R,HOU,CWS,S,null,null,0,0,2017,-0.6918,1.2509,-0.6644,3.8983,null,null,null,0,5,Bot,null,null,,,607345,,170920_013945,,,,,,,3.371,1.535,206,73,40.7746,92.188,2118,6.738,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.7604,0,0,null,null,null,null,3,39,1
CU,2017-09-19,76.7,-2.5055,6.8663,Lucas Giolito,136860,608337,field_out,hit_into_play,,,,,4,"Carlos Beltran grounds out, second baseman Yoan Moncada to first baseman Jose Abreu.  ",R,L,R,HOU,CWS,X,4,ground_ball,0,0,2017,0.7324,-1.5313,-0.5213,2.6718,null,608324,null,2,4,Bot,142.97,162.6,,,607345,,170920_012454,,,,,,,3.411,1.565,4,82,-34.575,74.879,2377,5.454,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,55.0445,0.047,0.046,0,1,0,0,2,33,1
SL,2017-09-19,85.3,-2.548,6.7307,Lucas Giolito,608324,608337,double,hit_into_play_score,,,,,4,Alex Bregman doubles (36) on a line drive to center fielder Adam Engel.   Marwin Gonzalez scores.,R,R,R,HOU,CWS,X,null,line_drive,0,0,2017,-0.3269,0.2089,-0.7108,2.4288,null,null,503556,2,4,Bot,84.09,54.26,,,607345,,170920_012414,,,,,,,3.411,1.565,342,94.5,21.733,85.324,1992,5.993,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.5049,0.289,0.378,1.25,1,1,1,3,32,1
FF,2017-09-19,92.7,-2.3575,6.6494,Lucas Giolito,503556,608337,single,hit_into_play_no_out,,,,,4,Marwin Gonzalez singles on a sharp ground ball to left fielder Nicky Delmonico.  ,R,L,R,HOU,CWS,X,null,ground_ball,0,0,2017,-0.7253,1.1239,-0.4861,2.8467,null,null,null,2,4,Bot,96.78,109.19,,,607345,,170920_012254,,,,,,,3.549,1.627,41,101.8,-1.404,93.332,2133,6.419,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.0793,0.458,0.426,0.9,1,1,0,4,31,1
FF,2017-09-19,92.2,-2.2112,6.6337,Lucas Giolito,621043,608337,field_out,hit_into_play,,,,,2,"Carlos Correa grounds out, shortstop Tim Anderson to first baseman Jose Abreu.  ",R,R,R,HOU,CWS,X,6,ground_ball,3,2,2017,-0.6732,1.3592,0.0448,3.0041,null,null,null,1,4,Bot,110.48,154.46,,,607345,,170920_012203,,,,,,,3.549,1.627,5,93.4,-29.731,92.722,2127,6.591,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.9073,0.108,0.099,0,1,0,0,2,30,6
FF,2017-09-19,92.3,-2.3793,6.6413,Lucas Giolito,621043,608337,null,ball,,,,,13,null,R,R,R,HOU,CWS,B,null,null,2,2,2017,-1.0441,0.9656,-1.6872,1.7686,null,null,null,1,4,Bot,null,null,,,607345,,170920_012144,,,,,,,3.549,1.627,null,null,null,92.55,2036,6.437,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.0608,0,0,null,null,null,null,null,30,5
SL,2017-09-19,82.8,-2.4112,6.617,Lucas Giolito,621043,608337,null,ball,,,,,14,null,R,R,R,HOU,CWS,B,null,null,1,2,2017,0.3067,-0.3553,1.2502,0.5949,null,null,null,1,4,Bot,null,null,,,607345,,170920_012126,,,,,,,3.549,1.627,null,null,null,82.049,2304,5.965,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.533,0,0,null,null,null,null,null,30,4
SL,2017-09-19,84.1,-2.454,6.6493,Lucas Giolito,621043,608337,null,swinging_strike,,,,,14,null,R,R,R,HOU,CWS,S,null,null,1,1,2017,0.2198,0.0938,0.5255,1.2151,null,null,null,1,4,Bot,null,null,,,607345,,170920_012107,,,,,,,3.549,1.627,null,null,null,83.848,2130,6.101,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.3975,0,0,null,null,null,null,null,30,3
FF,2017-09-19,92.4,-2.2529,6.6487,Lucas Giolito,621043,608337,null,foul,,,,,2,null,R,R,R,HOU,CWS,S,null,null,1,0,2017,-0.3725,1.0672,0.0494,3.1359,null,null,null,1,4,Bot,null,null,,,607345,,170920_012033,,,,,,,3.549,1.627,203,74.4,30.4161,93.08,2124,6.546,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.9523,0,0,null,null,null,null,3,30,2
FF,2017-09-19,92.6,-2.1788,6.7207,Lucas Giolito,621043,608337,null,ball,,,,,11,null,R,R,R,HOU,CWS,B,null,null,0,0,2017,-0.5768,1.2418,-0.8675,4.0786,null,null,null,1,4,Bot,null,null,,,607345,,170920_012017,,,,,,,3.549,1.627,null,null,null,93.409,2150,6.551,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.9475,0,0,null,null,null,null,null,30,1
FF,2017-09-19,92.2,-2.2315,6.635,Lucas Giolito,514888,608337,home_run,hit_into_play_score,,,,,5,Jose Altuve homers (24) on a fly ball to right field.,R,R,R,HOU,CWS,X,null,fly_ball,0,0,2017,-0.5253,1.3442,-0.1918,2.5558,null,null,null,1,4,Bot,220.64,79.18,,,607345,,170920_011923,,,,,,,3.467,1.589,355,97.5,26.746,92.327,2100,6.391,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.1072,0.419,0.684,2,1,0,3,5,29,1
CH,2017-09-19,82.2,-2.4831,6.5569,Lucas Giolito,502210,608337,strikeout,swinging_strike,,,,,13,Josh Reddick strikes out swinging.  ,R,L,R,HOU,CWS,S,null,null,2,2,2017,-0.6981,0.8559,-0.1596,1.225,null,null,null,0,4,Bot,null,null,,,607345,,170920_011842,,,,,,,3.467,1.589,null,null,null,83.286,1621,6.937,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.5608,0,0,0,1,0,0,null,28,5
FF,2017-09-19,92.4,-2.3247,6.6228,Lucas Giolito,502210,608337,null,called_strike,,,,,9,null,R,L,R,HOU,CWS,S,null,null,2,1,2017,-0.5655,1.3684,0.4077,1.8717,null,null,null,0,4,Bot,null,null,,,607345,,170920_011822,,,,,,,3.467,1.589,null,null,null,92.725,2191,6.575,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.9229,0,0,null,null,null,null,null,28,4
CH,2017-09-19,81.5,-2.2373,6.6443,Lucas Giolito,502210,608337,null,called_strike,,,,,7,null,R,L,R,HOU,CWS,S,null,null,2,0,2017,-0.6453,0.8297,-0.5254,1.5206,null,null,null,0,4,Bot,null,null,,,607345,,170920_011806,,,,,,,3.467,1.589,null,null,null,82.497,1587,6.806,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.6924,0,0,null,null,null,null,null,28,3
SL,2017-09-19,83.1,-2.3443,6.7652,Lucas Giolito,502210,608337,null,ball,,,,,12,null,R,L,R,HOU,CWS,B,null,null,1,0,2017,0.2013,0.3876,0.9441,2.7081,null,null,null,0,4,Bot,null,null,,,607345,,170920_011751,,,,,,,3.467,1.589,null,null,null,82.963,2169,6.132,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.3662,0,0,null,null,null,null,null,28,2
CU,2017-09-19,75.3,-2.2626,6.7913,Lucas Giolito,502210,608337,null,ball,,,,,11,null,R,L,R,HOU,CWS,B,null,null,0,0,2017,0.2254,-1.6208,-1.3144,3.9849,null,null,null,0,4,Bot,null,null,,,607345,,170920_011736,,,,,,,3.467,1.589,null,null,null,75.238,2346,6.459,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.0391,0,0,null,null,null,null,null,28,1
SL,2017-09-19,85.4,-2.3927,6.6953,Lucas Giolito,543807,608337,field_out,hit_into_play,,,,,5,"George Springer grounds out, shortstop Tim Anderson to first baseman Jose Abreu.  ",R,R,R,HOU,CWS,X,6,ground_ball,0,0,2017,0.2725,0.0067,0.1051,2.8495,null,null,null,2,3,Bot,112.01,155.98,,,607345,,170920_010433,,,,,,,3.49,1.601,15,104.7,-10.218,84.713,2087,5.673,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.8253,0.303,0.28,0,1,0,0,2,23,1
CH,2017-09-19,81.4,-2.5222,6.6169,Lucas Giolito,435263,608337,double_play,hit_into_play,,,,,11,"Brian McCann pops into a double play, shortstop Tim Anderson to first baseman Jose Abreu.   Yuli Gurriel doubled off 1st.",R,L,R,HOU,CWS,X,6,popup,3,2,2017,-0.9266,0.7263,-1.8578,3.3994,null,null,493329,0,3,Bot,136.04,121.95,,,607345,,170920_010339,,,,,,,3.49,1.601,188,62.9,44.366,82.276,1480,6.623,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.8752,0.255,0.25,0,1,0,0,3,22,8
FF,2017-09-19,92.3,-2.3315,6.6134,Lucas Giolito,435263,608337,null,foul,,,,,13,null,R,L,R,HOU,CWS,S,null,null,3,2,2017,-0.7692,1.3629,-0.5374,1.3062,null,null,493329,0,3,Bot,null,null,,,607345,,170920_010304,,,,,,,3.49,1.601,null,null,null,92.638,2154,6.486,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.012,0,0,null,null,null,null,null,22,7
CU,2017-09-19,79,-2.3956,6.7304,Lucas Giolito,435263,608337,null,ball,,,,,11,null,R,L,R,HOU,CWS,B,null,null,2,2,2017,0.8861,-1.4359,-1.337,2.9122,null,null,493329,0,3,Bot,null,null,,,607345,,170920_010233,,,,,,,3.49,1.601,null,null,null,77.636,2274,5.728,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.77,0,0,null,null,null,null,null,22,6
CH,2017-09-19,82.8,-2.5137,6.5896,Lucas Giolito,435263,608337,null,foul,,,,,13,null,R,L,R,HOU,CWS,S,null,null,2,2,2017,-0.9664,0.44,-1.0849,0.7131,null,null,493329,0,3,Bot,null,null,,,607345,,170920_010202,,,,,,,3.49,1.601,null,null,null,83.439,1527,6.566,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.9319,0,0,null,null,null,null,null,22,5
FF,2017-09-19,91.7,-2.4588,6.6054,Lucas Giolito,435263,608337,null,ball,,,,,9,null,R,L,R,HOU,CWS,B,null,null,1,2,2017,-0.6983,1.2304,0.7424,2.1012,null,null,493329,0,3,Bot,null,null,,,607345,,170920_010139,,,,,,,3.49,1.601,null,null,null,92.159,2007,6.632,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.8659,0,0,null,null,null,null,null,22,4
FF,2017-09-19,92.8,-2.5551,6.6954,Lucas Giolito,435263,608337,null,ball,,,,,11,null,R,L,R,HOU,CWS,B,null,null,0,2,2017,-0.7976,1.0121,-1.7526,3.0181,null,null,493329,0,3,Bot,null,null,,,607345,,170920_010114,,,,,,,3.49,1.601,null,null,null,92.999,1988,6.254,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.2446,0,0,null,null,null,null,null,22,3
FF,2017-09-19,92.6,-2.352,6.6571,Lucas Giolito,435263,608337,null,called_strike,,,,,8,null,R,L,R,HOU,CWS,S,null,null,0,1,2017,-0.627,1.1097,-0.268,1.9076,null,null,493329,0,3,Bot,null,null,,,607345,,170920_010051,,,,,,,3.49,1.601,null,null,null,92.803,2061,6.45,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.0483,0,0,null,null,null,null,null,22,2
FF,2017-09-19,92.2,-2.4583,6.6867,Lucas Giolito,435263,608337,null,called_strike,,,,,13,null,R,L,R,HOU,CWS,S,null,null,0,0,2017,-0.6162,1.2705,-0.8318,2.4558,null,null,493329,0,3,Bot,null,null,,,607345,,170920_010029,,,,,,,3.49,1.601,null,null,null,92.418,2030,6.362,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.1364,0,0,null,null,null,null,null,22,1
CH,2017-09-19,81,-2.3102,6.5811,Lucas Giolito,493329,608337,single,hit_into_play_no_out,,,,,4,Yuli Gurriel singles on a sharp ground ball to left fielder Nicky Delmonico.  ,R,R,R,HOU,CWS,X,null,ground_ball,2,1,2017,-0.6806,0.7863,-0.3907,2.3462,null,null,null,0,3,Bot,80.03,99.02,,,607345,,170920_005951,,,,,,,3.371,1.535,70,107.5,1.129,82.215,1734,6.89,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.6083,0.564,0.527,0.9,1,1,0,4,21,4
FT,2017-09-19,90.4,-2.4368,6.669,Lucas Giolito,493329,608337,null,ball,,,,,11,null,R,R,R,HOU,CWS,B,null,null,1,1,2017,-1.3596,0.8218,-0.9918,4.3158,null,null,null,0,3,Bot,null,null,,,607345,,170920_005926,,,,,,,3.371,1.535,null,null,null,91.183,1972,6.606,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.8921,0,0,null,null,null,null,null,21,3
CH,2017-09-19,81.7,-2.2906,6.6582,Lucas Giolito,493329,608337,null,ball,,,,,13,null,R,R,R,HOU,CWS,B,null,null,0,1,2017,-0.9722,1.3536,-0.5593,0.368,null,null,null,0,3,Bot,null,null,,,607345,,170920_005908,,,,,,,3.371,1.535,null,null,null,82.606,1811,6.873,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.6248,0,0,null,null,null,null,null,21,2
SL,2017-09-19,80.5,-2.3664,6.6539,Lucas Giolito,493329,608337,null,called_strike,,,,,6,null,R,R,R,HOU,CWS,S,null,null,0,0,2017,0.3019,-0.3245,0.5165,2.139,null,null,null,0,3,Bot,null,null,,,607345,,170920_005853,,,,,,,3.371,1.535,null,null,null,80.029,null,5.892,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.6064,0,0,null,null,null,null,null,21,1
FF,2017-09-19,93,-2.242,6.6698,Lucas Giolito,136860,608337,field_out,hit_into_play,,,,,5,Carlos Beltran grounds out sharply to first baseman Jose Abreu.  ,R,L,R,HOU,CWS,X,3,ground_ball,2,2,2017,-0.7429,1.2237,-0.1197,2.1172,null,null,null,2,2,Bot,159.72,168.7,,,607345,,170920_004312,,,,,,,3.371,1.535,16,105.9,-7.306,93.414,2069,6.39,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.1084,0.364,0.335,0,1,0,0,2,15,5
CH,2017-09-19,81.9,-2.5006,6.5906,Lucas Giolito,136860,608337,null,called_strike,,,,,13,null,R,L,R,HOU,CWS,S,null,null,2,1,2017,-0.6967,0.4823,-1.1612,1.8504,null,null,null,2,2,Bot,null,null,,,607345,,170920_004248,,,,,,,3.371,1.535,null,null,null,83.218,1629,6.802,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.6965,0,0,null,null,null,null,null,15,4
CU,2017-09-19,77.6,-2.3875,6.6608,Lucas Giolito,136860,608337,null,ball,,,,,11,null,R,L,R,HOU,CWS,B,null,null,1,1,2017,0.4279,-1.5965,-1.184,3.6944,null,null,null,2,2,Bot,null,null,,,607345,,170920_004231,,,,,,,3.371,1.535,null,null,null,77.147,2313,6.154,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.3436,0,0,null,null,null,null,null,15,3
FF,2017-09-19,92.2,-2.3078,6.6693,Lucas Giolito,136860,608337,null,foul,,,,,7,null,R,L,R,HOU,CWS,S,null,null,1,0,2017,-0.8672,1.1574,-0.3055,1.9847,null,null,null,2,2,Bot,null,null,,,607345,,170920_004207,,,,,,,3.371,1.535,25,88.3,-2.9059,92.172,2126,6.354,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.1437,0,0,null,null,null,null,2,15,2
SL,2017-09-19,83.7,-2.4843,6.6227,Lucas Giolito,136860,608337,null,ball,,,,,11,null,R,L,R,HOU,CWS,B,null,null,0,0,2017,0.2939,-0.4181,-0.7256,3.787,null,null,null,2,2,Bot,null,null,,,607345,,170920_004147,,,,,,,3.371,1.535,null,null,null,83.077,2170,5.69,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.808,0,0,null,null,null,null,null,15,1
SL,2017-09-19,83.3,-2.3263,6.6507,Lucas Giolito,608324,608337,field_out,hit_into_play,,,,,9,"Alex Bregman grounds out, second baseman Yoan Moncada to first baseman Jose Abreu.  ",R,R,R,HOU,CWS,X,4,ground_ball,1,2,2017,0.0926,-0.2892,0.579,2.0252,null,null,null,1,2,Bot,133.76,136.82,,,607345,,170920_004109,,,,,,,3.371,1.535,145,97,8.016,83.212,2095,6.214,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.2841,0.701,0.663,0,1,0,0,4,14,4
CH,2017-09-19,82.2,-2.3837,6.498,Lucas Giolito,608324,608337,null,ball,,,,,13,null,R,R,R,HOU,CWS,B,null,null,0,2,2017,-0.9802,0.8201,-0.2658,0.5875,null,null,null,1,2,Bot,null,null,,,607345,,170920_004040,,,,,,,3.411,1.565,null,null,null,83.623,1787,7.031,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.4668,0,0,null,null,null,null,null,14,3
CH,2017-09-19,80.8,-2.3497,6.6191,Lucas Giolito,608324,608337,null,swinging_strike,,,,,7,null,R,R,R,HOU,CWS,S,null,null,0,1,2017,-0.6255,1.183,-0.351,2.0226,null,null,null,1,2,Bot,null,null,,,607345,,170920_004019,,,,,,,3.411,1.565,null,null,null,81.944,1602,6.9,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.5977,0,0,null,null,null,null,null,14,2
FF,2017-09-19,92.6,-2.2783,6.6498,Lucas Giolito,608324,608337,null,foul,,,,,4,null,R,R,R,HOU,CWS,S,null,null,0,0,2017,-0.7748,1.2509,-0.541,2.4752,null,null,null,1,2,Bot,null,null,,,607345,,170920_003957,,,,,,,3.411,1.565,9,86.1,-15.2567,93.157,2138,6.523,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,53.9753,0,0,null,null,null,null,2,14,1
SL,2017-09-19,85,-2.3692,6.7329,Lucas Giolito,503556,608337,field_out,hit_into_play,,,,,3,Marwin Gonzalez grounds out to first baseman Jose Abreu.  ,R,L,R,HOU,CWS,X,3,ground_ball,1,1,2017,-0.1762,0.3553,0.5813,2.8796,null,null,null,0,2,Bot,156.68,165.14,,,607345,,170920_003916,,,,,,,3.411,1.565,76,87.3,4.66,84.35,2188,5.811,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.6876,0.433,0.407,0,1,0,0,4,13,3
CU,2017-09-19,77.4,-2.1941,6.7841,Lucas Giolito,503556,608337,null,ball,,,,,13,null,R,L,R,HOU,CWS,B,null,null,0,1,2017,0.8101,-1.8849,-1.2534,2.2452,null,null,null,0,2,Bot,null,null,,,607345,,170920_003850,,,,,,,3.411,1.565,null,null,null,76.672,2436,6.219,492351,608337,607345,547989,660162,570560,641313,547170,641553,541645,54.2791,0,0,null,null,null,null,null,13,2
