"Name","Team","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","playerid"
"Reynaldo Lopez","- - -","62.7 %","95.2","1.1 %","86.3","","","19.2 %","78.0","17.0 %","84.2","","","","","0.5 %","22","8","6","4.81","19","14","0","0","0","0","91.2","408","96","56","49","11","36","2","1","8","0","72","104","125","66","17","574","999","1573","62","4","3","0","7.07","3.53","2.00","9.43","1.08",".259","1.44",".295","65.5 %","4.35","0.83","22.4 %","35.3 %","42.4 %","13.6 %","8.8 %","3.8 %","0.0 %","11.2","76.3","-0.1","14.2","11.1","1.1","$9.1","4.70","5.16","-0.95","-7.38","6.44","-10.09","-1.01","0.97","0.88","0.79","1.00","18","-0.65","-0.33","62.7 %","95.2","1.1 %","86.3","","","19.2 %","78.0","17.0 %","84.2","","","","","0.5 %","","-1.6","-0.1","","-1.3","-3.1","","","-0.16","-0.31","","-0.44","-1.18","","","30.2 %","69.1 %","47.6 %","74.0 %","84.1 %","80.6 %","44.8 %","58.3 %","9.2 %","1","2","2","113","101","121","17.7 %","8.8 %","4.93","6.09","0.46","63.3 %","","","","","","0.3 %","18.9 %","","","17.4 %","","","","95.3","","","","","","85.4","78.0","","","84.1","","","-7.0","","","","","","-1.0","2.5","","","-7.9","","","8.8","","","","","","5.7","-2.6","","","5.9","","","-0.4","","","","","","-0.1","-0.1","","","-2.3","","","-0.05","","","","","","-2.85","-0.03","","","-0.88","","","28.8 %","67.0 %","48.0 %","71.1 %","84.9 %","80.8 %","50.3 %","22.8","0.1","0.1","-1.1","-1.1","22 - 23","8.8 %","37.3 %","32.2 %","30.5 %","18.8 %","53.4 %","27.9 %","4.78","29.2 %","18.3 %","","18.7 %","61.8 %","1.1 %","","","","","","","84.5","","78.9","95.6","86.5","","","","","","","-7.1","","2.8","-6.0","-1.3","","","","","","","6.1","","-2.4","8.6","6.1","","","","","","","-4.6","","-2.8","3.0","0.0","","","","","","","-1.37","","-0.81","0.27","-0.18","","","","","","","30.2 %","66.7 %","47.9 %","73.0 %","83.6 %","80.1 %","48.4 %","22.4","16400"
