pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number
FF,2017-09-22,89.8,-2.4577,5.9636,Reynaldo Lopez,466320,625643,null,ball,,,,,8,null,R,L,R,CWS,KC,B,null,null,0,0,2017,-1.2043,1.3413,-0.1071,1.7589,null,null,null,1,5,Top,null,null,,,553882,,170923_034651,,,,,,,3.371,1.535,null,null,null,88.472,1969,5.641,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.858,0,0,null,null,null,null,null,44,1
CH,2017-09-22,79.8,-2.4532,6.2545,Reynaldo Lopez,456715,625643,field_out,hit_into_play,,,,,2,Lorenzo Cain lines out to left fielder Nicky Delmonico.  ,R,R,R,CWS,KC,X,7,line_drive,1,1,2017,-1.2687,0.9018,-0.1745,2.8706,null,null,null,0,5,Top,71.02,105.01,,,553882,,170923_020008,,,,,,,3.371,1.535,343,105,15.698,79.129,1273,5.971,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.5281,0.646,0.775,0,1,0,0,5,43,3
CU,2017-09-22,75.8,-2.5909,6.009,Reynaldo Lopez,456715,625643,null,ball,,,,,11,null,R,R,R,CWS,KC,B,null,null,0,1,2017,0.0265,-0.0144,-0.6994,3.5094,null,null,null,0,5,Top,null,null,,,553882,,170923_015825,,,,,,,3.371,1.535,null,null,null,74.903,2084,5.601,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.8979,0,0,null,null,null,null,null,43,2
CH,2017-09-22,87.8,-2.4177,6.0727,Reynaldo Lopez,456715,625643,null,called_strike,,,,,1,null,R,R,R,CWS,KC,S,null,null,0,0,2017,-1.0218,1.3242,-0.3098,2.9913,null,null,null,0,5,Top,null,null,,,553882,,170923_015931,,,,,,,3.371,1.535,null,null,null,86.55,1983,5.583,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.9154,0,0,null,null,null,null,null,43,1
FF,2017-09-22,91.8,-2.5084,5.9025,Reynaldo Lopez,593160,625643,field_out,hit_into_play,,,,,4,Whit Merrifield lines out to first baseman Jose Abreu.  ,R,R,R,CWS,KC,X,3,line_drive,1,2,2017,-1.5498,0.9073,-0.5704,2.2744,null,null,null,2,4,Top,155.15,156.1,,,553882,,170923_012759,,,,,,,3.371,1.535,129,55.8,22.448,91.255,1954,5.93,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.5691,0.258,0.247,0,1,0,0,1,33,5
FF,2017-09-22,87.6,-2.7668,5.8282,Reynaldo Lopez,593160,625643,null,foul,,,,,12,null,R,R,R,CWS,KC,S,null,null,1,2,2017,-0.3836,1.0603,0.9614,2.6817,null,null,null,2,4,Top,null,null,,,553882,,170923_012733,,,,,,,3.371,1.535,null,null,null,87.372,2029,6.169,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.3299,0,0,null,null,null,null,null,33,4
CH,2017-09-22,85.8,-2.4204,5.9045,Reynaldo Lopez,593160,625643,null,swinging_strike,,,,,9,null,R,R,R,CWS,KC,S,null,null,1,1,2017,-0.3532,1.078,0.5884,1.81,null,null,null,2,4,Top,null,null,,,553882,,170923_012711,,,,,,,3.371,1.535,null,null,null,85.354,2022,6.011,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.4875,0,0,null,null,null,null,null,33,3
FF,2017-09-22,95.1,-2.3942,5.8028,Reynaldo Lopez,593160,625643,null,ball,,,,,14,null,R,R,R,CWS,KC,B,null,null,0,1,2017,-0.7172,1.3939,1.2213,1.9955,null,null,null,2,4,Top,null,null,,,553882,,170923_012657,,,,,,,3.371,1.535,null,null,null,94.512,2109,6.121,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.3774,0,0,null,null,null,null,null,33,2
CH,2017-09-22,83.1,-2.4773,6.1203,Reynaldo Lopez,593160,625643,null,called_strike,,,,,11,null,R,R,R,CWS,KC,S,null,null,0,0,2017,-1.2188,1.1518,-0.8366,2.8896,null,null,null,2,4,Top,null,null,,,553882,,170923_012641,,,,,,,3.371,1.535,null,null,null,82.218,1448,5.854,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.6444,0,0,null,null,null,null,null,33,1
FF,2017-09-22,92.8,-2.4293,5.9113,Reynaldo Lopez,460086,625643,field_out,hit_into_play,,,,,2,Alex Gordon flies out to center fielder Adam Engel.  ,R,L,R,CWS,KC,X,8,fly_ball,1,1,2017,-0.9825,1.4926,-0.0685,2.9903,null,null,null,1,4,Top,108.07,34.96,,,553882,,170923_012610,,,,,,,3.411,1.565,389,96.7,32.966,92.321,2053,6.04,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.4592,0.303,0.551,0,1,0,0,5,32,3
CU,2017-09-22,75.1,-2.5566,6.1109,Reynaldo Lopez,460086,625643,null,ball,,,,,11,null,R,L,R,CWS,KC,B,null,null,0,1,2017,0.2082,-0.1518,-1.9544,2.7155,null,null,null,1,4,Top,null,null,,,553882,,170923_012545,,,,,,,3.411,1.565,null,null,null,73.729,2202,5.22,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,55.2783,0,0,null,null,null,null,null,32,2
FF,2017-09-22,91.8,-2.4198,5.9393,Reynaldo Lopez,460086,625643,null,foul,,,,,1,null,R,L,R,CWS,KC,S,null,null,0,0,2017,-1.1378,1.2469,-0.3558,3.4118,null,null,null,1,4,Top,null,null,,,553882,,170923_012528,,,,,,,3.411,1.565,168,74.1,21.1456,91.169,2078,5.981,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.5175,0,0,null,null,null,null,4,32,1
CU,2017-09-22,75.9,-2.4886,6.1671,Reynaldo Lopez,444876,625643,field_out,hit_into_play,,,,,14,Alcides Escobar pops out to first baseman Jose Abreu.  ,R,R,R,CWS,KC,X,3,popup,1,2,2017,-0.0458,-0.2996,0.1289,1.3947,null,null,null,0,4,Top,145.62,157.38,,,null,,170923_012458,,,,,,,3.411,1.565,134,65,62.227,74.794,2183,5.578,492393,null,null,null,null,null,null,null,null,null,54.9205,0.004,0.006,0,1,0,0,3,31,4
CU,2017-09-22,80.9,-2.6472,6.0364,Reynaldo Lopez,444876,625643,null,foul,,,,,3,null,R,R,R,CWS,KC,S,null,null,1,1,2017,0.1474,0.6971,0.8269,2.8461,null,null,null,0,4,Top,null,null,,,null,,170923_012438,,,,,,,3.411,1.565,167,61.6,44.356,79.869,2025,5.634,492393,null,null,null,null,null,null,null,null,null,54.8648,0,0,null,null,null,null,3,31,3
FF,2017-09-22,89.7,-2.6032,5.8802,Reynaldo Lopez,444876,625643,null,ball,,,,,11,null,R,R,R,CWS,KC,B,null,null,0,1,2017,-1.41,0.9397,-1.1723,3.2619,null,null,null,0,4,Top,null,null,,,null,,170923_012419,,,,,,,3.411,1.565,null,null,null,88.901,1973,5.732,492393,null,null,null,null,null,null,null,null,null,54.7671,0,0,null,null,null,null,null,31,2
CU,2017-09-22,73.5,-2.6734,6.1149,Reynaldo Lopez,444876,625643,null,foul,,,,,1,null,R,R,R,CWS,KC,S,null,null,0,0,2017,0.0558,-0.3064,-0.5996,3.3513,null,null,null,0,4,Top,null,null,,,null,,170923_012404,,,,,,,3.411,1.565,76,92.9,4.163,72.254,2158,5.416,492393,null,null,null,null,null,null,null,null,null,55.0823,0,0,null,null,null,null,4,31,1
CH,2017-09-22,84.1,-2.4517,6.1007,Reynaldo Lopez,461235,625643,field_out,hit_into_play,,,,,13,"Brandon Moss grounds out, second baseman Yoan Moncada to first baseman Jose Abreu.  ",R,L,R,CWS,KC,X,4,ground_ball,2,2,2017,-1.3829,0.9827,-1.2289,2.2637,null,null,null,2,3,Top,143.59,145.18,,,553882,,170923_011345,,,,,,,3.411,1.565,68,75.5,5.188,83.753,1488,5.993,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.5052,0.274,0.256,0,1,0,0,2,27,5
FF,2017-09-22,95.6,-2.5037,5.8484,Reynaldo Lopez,461235,625643,null,foul,,,,,13,null,R,L,R,CWS,KC,S,null,null,2,1,2017,-1.555,1.113,-1.1923,1.8817,null,null,null,2,3,Top,null,null,,,553882,,170923_011249,,,,,,,3.411,1.565,88,42,48.6392,95.445,2083,6.016,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.4824,0,0,null,null,null,null,1,27,4
FF,2017-09-22,92.9,-2.408,5.9238,Reynaldo Lopez,461235,625643,null,foul,,,,,6,null,R,L,R,CWS,KC,S,null,null,2,0,2017,-1.3987,1.2602,0.5288,2.5419,null,null,null,2,3,Top,null,null,,,553882,,170923_011201,,,,,,,3.411,1.565,121,104,6.4982,92.502,2064,6.081,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.4182,0,0,null,null,null,null,4,27,3
CH,2017-09-22,82.6,-2.5282,6.1113,Reynaldo Lopez,461235,625643,null,ball,,,,,14,null,R,L,R,CWS,KC,B,null,null,1,0,2017,-0.8707,1.2434,1.0276,0.6928,543333,null,null,2,3,Top,null,null,,,553882,,170923_011121,,,,,,,3.411,1.565,null,null,null,81.808,1445,6.009,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.4897,0,0,null,null,null,null,null,27,2
FF,2017-09-22,94.2,-2.5433,5.7863,Reynaldo Lopez,461235,625643,null,ball,,,,,14,null,R,L,R,CWS,KC,B,null,null,0,0,2017,-1.1562,1.0232,1.1573,1.8491,543333,null,null,2,3,Top,null,null,,,553882,,170923_011100,,,,,,,3.411,1.565,null,null,null,94.187,2068,6.462,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.0362,0,0,null,null,null,null,null,27,1
FF,2017-09-22,94.7,-2.4175,5.9069,Reynaldo Lopez,519058,625643,grounded_into_double_play,hit_into_play_score,,,,,2,"Mike Moustakas grounds into a double play, second baseman Yoan Moncada to shortstop Tim Anderson to first baseman Jose Abreu.   Melky Cabrera scores.    Eric Hosmer to 3rd.    Salvador Perez out at 2nd.",R,L,R,CWS,KC,X,4,ground_ball,1,2,2017,-1.2072,1.2546,-0.231,3.2339,466320,543333,521692,0,3,Top,157.29,156.87,,,553882,,170923_011020,,,,,,,3.49,1.601,26,109.9,-5.522,94.462,2045,6.26,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.2385,0.44,0.405,0,1,0,0,2,26,5
CU,2017-09-22,80.3,-2.4976,6.0547,Reynaldo Lopez,519058,625643,null,foul,,,,,8,null,R,L,R,CWS,KC,S,null,null,1,2,2017,0.0397,0.1824,-0.1326,1.9534,466320,543333,521692,0,3,Top,null,null,,,553882,,170923_010913,,,,,,,3.49,1.601,384,101.6,20.3103,79.347,2203,5.803,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.6953,0,0,null,null,null,null,5,26,4
FF,2017-09-22,93.9,-2.4717,5.8412,Reynaldo Lopez,519058,625643,null,foul,,,,,11,null,R,L,R,CWS,KC,S,null,null,1,1,2017,-1.5043,1.1407,-0.8717,4.1899,466320,543333,521692,0,3,Top,null,null,,,553882,,170923_010841,,,,,,,3.49,1.601,190,69.2,50.4824,93.172,2164,6.034,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.4649,0,0,null,null,null,null,3,26,3
FF,2017-09-22,96.2,-2.4556,5.8658,Reynaldo Lopez,519058,625643,null,called_strike,,,,,12,null,R,L,R,CWS,KC,S,null,null,1,0,2017,-1.515,1.5339,0.8858,2.5464,466320,543333,521692,0,3,Top,null,null,,,553882,,170923_010813,,,,,,,3.49,1.601,null,null,null,95.607,2292,6.186,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.3124,0,0,null,null,null,null,null,26,2
FF,2017-09-22,93.8,-2.3509,5.7749,Reynaldo Lopez,519058,625643,null,ball,,,,,14,null,R,L,R,CWS,KC,B,null,null,0,0,2017,-0.7847,1.66,1.5743,1.6114,466320,543333,521692,0,3,Top,null,null,,,553882,,170923_010752,,,,,,,3.49,1.601,null,null,null,93.56,2142,6.348,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.1509,0,0,null,null,null,null,null,26,1
FF,2017-09-22,91.4,-2.5158,5.9688,Reynaldo Lopez,521692,625643,single,hit_into_play_no_out,,,,,6,Salvador Perez singles on a sharp ground ball to shortstop Tim Anderson.   Melky Cabrera to 3rd.    Eric Hosmer to 2nd.,R,R,R,CWS,KC,X,null,ground_ball,0,0,2017,-1.3361,1.2181,0.3583,2.3587,null,466320,543333,0,3,Top,100.45,149.75,,,553882,,170923_010700,,,,,,,3.49,1.601,112,104.1,4.846,90.964,2143,6.014,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.485,0.616,0.58,0.9,1,1,0,4,25,1
CH,2017-09-22,80.9,-2.4198,6.1364,Reynaldo Lopez,543333,625643,single,hit_into_play_score,,,,,11,Eric Hosmer singles on a line drive to right fielder Avisail Garcia.   Whit Merrifield scores.    Lorenzo Cain scores.    Melky Cabrera to 2nd.,R,L,R,CWS,KC,X,null,line_drive,1,1,2017,-1.3444,1.0628,-1.042,2.7754,593160,456715,466320,0,3,Top,153.42,83.92,,,553882,,170923_010612,,,,,,,3.549,1.627,282,94.6,14.31,80.802,1436,6.246,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.2524,0.755,0.749,0.9,1,1,0,4,24,3
CH,2017-09-22,81.1,-2.5385,6.1569,Reynaldo Lopez,543333,625643,null,ball,,,,,7,null,R,L,R,CWS,KC,B,null,null,0,1,2017,-1.2188,1.0746,-0.7693,1.9027,593160,456715,466320,0,3,Top,null,null,,,553882,,170923_010538,,,,,,,3.549,1.627,null,null,null,80.271,1341,5.905,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.5934,0,0,null,null,null,null,null,24,2
FF,2017-09-22,92.4,-2.5292,5.939,Reynaldo Lopez,543333,625643,null,foul,,,,,14,null,R,L,R,CWS,KC,S,null,null,0,0,2017,-1.0241,1.4462,0.3543,1.4146,593160,456715,466320,0,3,Top,null,null,,,553882,,170923_010509,,,,,,,3.549,1.627,86,46.4,22.0955,91.857,2088,6.276,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.223,0,0,null,null,null,null,1,24,1
CH,2017-09-22,81.7,-2.5877,6.124,Reynaldo Lopez,466320,625643,single,hit_into_play_score,,,,,7,"Melky Cabrera singles on a line drive to center fielder Adam Engel, deflected by second baseman Yoan Moncada.   Alex Gordon scores.    Whit Merrifield to 3rd.    Lorenzo Cain to 2nd.",R,L,R,CWS,KC,X,4,line_drive,0,0,2017,-1.3411,0.8791,-0.7399,1.8432,460086,593160,456715,0,3,Top,146.33,108.76,,,553882,,170923_010342,,,,,,,3.301,1.504,189,93.9,8.261,81.473,1374,6.078,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.4205,0.665,0.63,0.9,1,1,0,4,23,1
CH,2017-09-22,82.9,-2.5504,6.1613,Reynaldo Lopez,456715,625643,field_error,hit_into_play_no_out,,,,,5,Lorenzo Cain reaches on a throwing error by shortstop Tim Anderson.   Whit Merrifield to 2nd.,R,R,R,CWS,KC,X,6,line_drive,3,2,2017,-1.1597,1.1171,-0.0065,2.3419,460086,null,593160,0,3,Top,107.56,154.84,,,553882,,170923_010203,,,,,,,3.467,1.589,135,90.4,6.382,82.583,1493,6.045,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.4542,0.514,0.482,0,1,0,0,4,22,6
CH,2017-09-22,84.5,-2.4451,6.0493,Reynaldo Lopez,456715,625643,null,ball,,,,,14,null,R,R,R,CWS,KC,B,null,null,2,2,2017,-1.3765,0.8752,0.3096,1.2467,460086,null,593160,0,3,Top,null,null,,,553882,,170923_010039,,,,,,,3.467,1.589,null,null,null,84.096,1477,6.109,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.39,0,0,null,null,null,null,null,22,5
FF,2017-09-22,92.8,-2.7161,5.8641,Reynaldo Lopez,456715,625643,null,ball,,,,,13,null,R,R,R,CWS,KC,B,null,null,1,2,2017,-1.4399,0.8225,-1.5799,2.4929,460086,null,593160,0,3,Top,null,null,,,553882,,170923_005946,,,,,,,3.467,1.589,null,null,null,92.918,2020,6.303,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.1954,0,0,null,null,null,null,null,22,4
CH,2017-09-22,81.3,-2.3682,6.1334,Reynaldo Lopez,456715,625643,null,swinging_strike,,,,,14,null,R,R,R,CWS,KC,S,null,null,1,1,2017,-1.1336,0.6489,0.4555,1.1511,460086,null,593160,0,3,Top,null,null,,,553882,,170923_005915,,,,,,,3.467,1.589,null,null,null,81.129,1407,6.2,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.2988,0,0,null,null,null,null,null,22,3
FF,2017-09-22,89.7,-2.6343,5.9174,Reynaldo Lopez,456715,625643,null,called_strike,,,,,4,null,R,R,R,CWS,KC,S,null,null,1,0,2017,-1.3617,1.0444,-0.3888,2.4471,460086,null,593160,0,3,Top,null,null,,,553882,,170923_005849,,,,,,,3.467,1.589,null,null,null,89.977,1943,6.398,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.101,0,0,null,null,null,null,null,22,2
CU,2017-09-22,77.5,-2.4687,6.0563,Reynaldo Lopez,456715,625643,null,blocked_ball,,,,,14,null,R,R,R,CWS,KC,B,null,null,0,0,2017,0.1106,-0.0089,1.2149,1.2862,460086,null,593160,0,3,Top,null,null,,,553882,,170923_005818,,,,,,,3.467,1.589,null,null,null,76.556,2184,5.62,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.8787,0,0,null,null,null,null,null,22,1
FF,2017-09-22,94.3,-2.3803,5.7625,Reynaldo Lopez,593160,625643,single,hit_into_play_no_out,,,,,6,Whit Merrifield singles on a ground ball to right fielder Avisail Garcia.   Alex Gordon to 3rd.,R,R,R,CWS,KC,X,null,ground_ball,1,1,2017,-1.5072,1.0126,0.6183,2.5129,null,null,460086,0,3,Top,176.57,135.01,,,553882,,170923_005730,,,,,,,3.371,1.535,6,76.6,-19.599,95.258,2163,6.929,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,53.57,0.046,0.045,0.9,1,1,0,2,21,3
CH,2017-09-22,80.9,-2.3615,6.1082,Reynaldo Lopez,593160,625643,null,called_strike,,,,,8,null,R,R,R,CWS,KC,S,null,null,1,0,2017,-1.4999,0.9696,-0.0137,2.0811,null,null,460086,0,3,Top,null,null,,,553882,,170923_005632,,,,,,,3.371,1.535,null,null,null,82.192,1493,7.15,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,53.3492,0,0,null,null,null,null,null,21,2
CH,2017-09-22,80.6,-2.4214,6.1225,Reynaldo Lopez,593160,625643,null,ball,,,,,7,null,R,R,R,CWS,KC,B,null,null,0,0,2017,-1.3304,1.2118,-0.4602,1.4846,null,null,460086,0,3,Top,null,null,,,553882,,170923_005606,,,,,,,3.371,1.535,null,null,null,80.834,1381,6.393,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.1062,0,0,null,null,null,null,null,21,1
CH,2017-09-22,84,-2.5811,6.1196,Reynaldo Lopez,460086,625643,field_error,hit_into_play_no_out,,,,,13,Alex Gordon reaches on a fielding error by second baseman Yoan Moncada.  ,R,L,R,CWS,KC,X,4,ground_ball,1,2,2017,-1.2847,0.8916,-0.9084,1.7861,null,null,null,0,3,Top,148.16,139.08,,,553882,,170923_005455,,,,,,,3.411,1.565,11,96.6,-8.363,83.804,1367,5.962,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.5368,0.276,0.257,0,1,0,0,2,20,5
CU,2017-09-22,78.7,-2.4931,5.9918,Reynaldo Lopez,460086,625643,null,foul,,,,,7,null,R,L,R,CWS,KC,S,null,null,1,2,2017,-0.1834,-0.3124,-0.4395,2.1122,null,null,null,0,3,Top,null,null,,,553882,,170923_005432,,,,,,,3.411,1.565,null,null,null,77.75,2186,5.685,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.814,0,0,null,null,null,null,null,20,4
FF,2017-09-22,93.5,-2.4702,5.907,Reynaldo Lopez,460086,625643,null,ball,,,,,11,null,R,L,R,CWS,KC,B,null,null,0,2,2017,-1.1632,1.3195,-1.0284,5.4459,null,null,null,0,3,Top,null,null,,,553882,,170923_005417,,,,,,,3.411,1.565,null,null,null,93.217,2071,5.997,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.5016,0,0,null,null,null,null,null,20,3
CH,2017-09-22,82.4,-2.3543,6.2163,Reynaldo Lopez,460086,625643,null,foul,,,,,11,null,R,L,R,CWS,KC,S,null,null,0,1,2017,-1.4399,0.8092,-1.2238,2.9008,null,null,null,0,3,Top,null,null,,,553882,,170923_005355,,,,,,,3.411,1.565,5,18.1,-21.3786,82.163,1357,6.116,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.3831,0,0,null,null,null,null,1,20,2
FF,2017-09-22,92.7,-2.3749,5.975,Reynaldo Lopez,460086,625643,null,called_strike,,,,,2,null,R,L,R,CWS,KC,S,null,null,0,0,2017,-1.2019,1.3025,-0.0259,3.4669,null,null,null,0,3,Top,null,null,,,553882,,170923_005343,,,,,,,3.411,1.565,null,null,null,92.608,2087,6.3,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.1984,0,0,null,null,null,null,null,20,1
FF,2017-09-22,93.7,-2.5176,5.8249,Reynaldo Lopez,444876,625643,home_run,hit_into_play_score,,,,,4,Alcides Escobar homers (6) on a line drive to left center field.,R,R,R,CWS,KC,X,null,line_drive,1,0,2017,-1.3292,1.2176,-0.3837,2.1914,null,null,null,0,3,Top,40.76,65.18,,,null,,170923_005300,,,,,,,3.411,1.565,373,101.5,20.923,93.297,2040,6.051,492393,null,null,null,null,null,null,null,null,null,54.4482,0.612,0.873,2,1,0,3,5,19,2
FF,2017-09-22,92.9,-2.4437,5.8874,Reynaldo Lopez,444876,625643,null,ball,,,,,14,null,R,R,R,CWS,KC,B,null,null,0,0,2017,-1.1013,1.1726,1.0397,2.4414,null,null,null,0,3,Top,null,null,,,553882,,170923_005241,,,,,,,3.411,1.565,null,null,null,93.378,2104,6.505,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,53.9935,0,0,null,null,null,null,null,19,1
FF,2017-09-22,94.5,-2.299,5.8705,Reynaldo Lopez,461235,625643,field_out,hit_into_play,,,,,2,Brandon Moss pops out to third baseman Yolmer Sanchez.  ,R,L,R,CWS,KC,X,5,popup,1,0,2017,-1.0704,1.3565,0.176,2.9362,null,null,null,2,2,Top,105.02,168.57,,,553882,,170923_003610,,,,,,,3.371,1.535,null,80,69,93.89,2178,6.058,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.4403,0,0.001,0,1,0,0,3,12,2
CU,2017-09-22,79.3,-2.6353,5.9659,Reynaldo Lopez,461235,625643,null,ball,,,,,11,null,R,L,R,CWS,KC,B,null,null,0,0,2017,0.0567,-0.3775,-1.3289,2.6999,null,null,null,2,2,Top,null,null,,,553882,,170923_003558,,,,,,,3.371,1.535,null,null,null,78.42,2246,5.682,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.8171,0,0,null,null,null,null,null,12,1
FF,2017-09-22,93.8,-2.4828,5.9634,Reynaldo Lopez,519058,625643,field_out,hit_into_play,,,,,4,Mike Moustakas flies out to left fielder Nicky Delmonico.  ,R,L,R,CWS,KC,X,7,fly_ball,0,1,2017,-1.215,1.5031,-0.433,2.3068,null,null,null,1,2,Top,65.13,84.09,,,553882,,170923_003530,,,,,,,3.371,1.535,307,93.6,45.294,93.142,2138,5.968,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.5306,0.011,0.015,0,1,0,0,3,11,2
FF,2017-09-22,93,-2.4238,5.9673,Reynaldo Lopez,519058,625643,null,foul,,,,,2,null,R,L,R,CWS,KC,S,null,null,0,0,2017,-0.9467,1.5338,-0.1106,3.4783,null,null,null,1,2,Top,null,null,,,553882,,170923_003505,,,,,,,3.371,1.535,191,74.1,62.6206,92.6,2122,6.147,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.3516,0,0,null,null,null,null,3,11,1
CU,2017-09-22,79.2,-2.6586,5.9374,Reynaldo Lopez,521692,625643,field_out,hit_into_play,,,,,9,Salvador Perez flies out to right fielder Avisail Garcia.  ,R,R,R,CWS,KC,X,9,fly_ball,1,2,2017,-0.0323,-0.346,0.7289,1.5601,null,null,null,0,2,Top,174.21,77.77,,,553882,,170923_003433,,,,,,,3.49,1.601,312,87.3,33.972,78.528,2198,5.856,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.6423,0.025,0.035,0,1,0,0,3,10,5
SL,2017-09-22,85.7,-2.6142,5.9402,Reynaldo Lopez,521692,625643,null,foul,,,,,14,null,R,R,R,CWS,KC,S,null,null,1,2,2017,0.1328,0.69,1.5896,2.3583,null,null,null,0,2,Top,null,null,,,553882,,170923_003404,,,,,,,3.49,1.601,171,69.9,27.1516,85.274,1949,5.992,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.5069,0,0,null,null,null,null,4,10,4
FF,2017-09-22,94.4,-2.4354,5.9064,Reynaldo Lopez,521692,625643,null,ball,,,,,11,null,R,R,R,CWS,KC,B,null,null,0,2,2017,-1.3542,1.2658,-0.838,4.6282,null,null,null,0,2,Top,null,null,,,553882,,170923_003349,,,,,,,3.49,1.601,null,null,null,94.291,2042,6.055,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.4434,0,0,null,null,null,null,null,10,3
CU,2017-09-22,76.3,-2.4589,6.0367,Reynaldo Lopez,521692,625643,null,called_strike,,,,,1,null,R,R,R,CWS,KC,S,null,null,0,1,2017,0.0101,-0.1075,-0.5178,3.0227,null,null,null,0,2,Top,null,null,,,553882,,170923_003332,,,,,,,3.49,1.601,null,null,null,75.421,2156,5.487,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,55.0117,0,0,null,null,null,null,null,10,2
FF,2017-09-22,92.6,-2.5119,5.9135,Reynaldo Lopez,521692,625643,null,foul,,,,,5,null,R,R,R,CWS,KC,S,null,null,0,0,2017,-1.4639,1.3064,0.2134,2.2258,null,null,null,0,2,Top,null,null,,,553882,,170923_003304,,,,,,,3.49,1.601,null,null,null,92.149,2114,6.113,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.3859,0,0,null,null,null,null,null,10,1
FF,2017-09-22,95.2,-2.5861,5.8313,Reynaldo Lopez,543333,625643,field_out,hit_into_play,,,,,6,"Eric Hosmer grounds out, second baseman Yoan Moncada to first baseman Jose Abreu.  ",R,L,R,CWS,KC,X,4,ground_ball,3,2,2017,-1.1033,1.3597,0.3681,2.8727,null,null,456715,2,1,Top,145.62,145.69,,,553882,,170923_001739,,,,,,,3.549,1.627,61,86.1,2.239,95.197,2169,6.447,492393,625643,553882,547989,660162,570560,641313,547170,641553,541645,54.0515,0.347,0.328,0,1,0,0,2,4,6
